"PointID" "long" "lat" "elev" "Edist" "Edist_thresh" "elev_diff" "km" "PointID_fia" "ABAM" "ABCO" "ABGR" "ABPR" "CHNO" "CADE27" "PISI" "PICO" "PILA" "PIMO3" "PIPO" "PSME" "TABR2" "THPL" "TSHE" "TSME" "POTR5" "POBAT" "QUGA4"
586180 -122.76 46.18 270 0.71 "moderate" -70 159.9173732654 86180 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
593390 -122.13 47.55 180 0.71 "moderate" 20 7.53578834230111 93390 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
586873 -122.66 46.3 240 0.71 "moderate" -40 144.769373122928 86873 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
594086 -121.98 47.69 20 0.71 "moderate" 180 18.2875767018246 94086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
582251 -122.41 45.5 122 0.71 "moderate" 78 227.456161234655 82251 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
588699 -122.72 46.67 210 0.72 "moderate" -10 108.82306057105 88699 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
580188 -122.53 45.13 231 0.72 "moderate" -31 269.458476814532 80188 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
580453 -122.49 45.17 213 0.72 "moderate" -13 264.631408028732 80453 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
591696 -122.04 47.25 170 0.72 "moderate" 30 31.0993827771677 91696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
591747 -121.91 47.26 240 0.72 "moderate" -40 31.4234237467399 91747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584937 -122.72 45.95 210 0.72 "moderate" -10 183.254414054146 84937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585804 -122.81 46.11 150 0.72 "moderate" 50 168.552287205895 85804 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
586410 -122.99 46.22 170 0.72 "moderate" 30 162.79829620309 86410 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
600308 -122.32 48.87 40 0.72 "moderate" 160 150.536818798117 100308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
592085 -122.06 47.32 150 0.72 "moderate" 50 23.3935160199624 92085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584531 -122.66 45.88 210 0.72 "moderate" -10 189.522973986049 84531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584632 -122.54 45.9 140 0.73 "weak" 60 185.241843461551 84632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586954 -123.03 46.32 240 0.73 "weak" -40 154.379148284746 86954 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
589738 -122.22 46.87 470 0.73 "weak" -270 74.6766219554742 89738 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
585525 -122.82 46.06 270 0.73 "weak" -70 174.037866690698 85525 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
599299 -122.19 48.69 90 0.73 "weak" 110 129.535128918991 99299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581357 -122.43 45.33 152 0.73 "weak" 48 246.399353574363 81357 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
587915 -122.52 46.51 310 0.73 "weak" -110 119.218618625983 87915 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
584589 -122.69 45.89 210 0.73 "weak" -10 189.041649388025 84589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
599298 -122.38 48.69 330 0.73 "weak" -130 131.556529710409 99298 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
580941 -122.45 45.25 259 0.73 "weak" -59 255.415214297874 80941 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
587164 -122.76 46.36 120 0.74 "weak" 80 141.278541864405 87164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
587862 -123.12 46.5 120 0.74 "weak" 80 141.121567430202 87862 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
588837 -122.83 46.69 200 0.74 "weak" 0 111.174718695436 88837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596284 -122.1 48.12 120 0.74 "weak" 80 65.8166165799316 96284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
587615 -122.7 46.45 120 0.74 "weak" 80 130.268757721378 87615 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
589553 -122.76 46.83 230 0.74 "weak" -30 95.2635346482546 89553 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
588309 -122.73 46.59 180 0.75 "weak" 20 117.06909550972 88309 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
595912 -122.1 48.05 120 0.75 "weak" 80 58.0579950891784 95912 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
586531 -123.02 46.24 150 0.75 "weak" 50 161.855292874067 86531 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
600986 -122.68 49 90 0.75 "weak" 110 170.368018523651 100986 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
590718 -122.03 47.06 480 0.75 "weak" -280 52.220753746169 90718 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
600779 -122.52 48.96 30 0.76 "weak" 170 163.077811090684 100779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586824 -123.04 46.29 240 0.76 "weak" -40 157.67128611022 86824 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
588545 -123.06 46.64 120 0.76 "weak" 80 125.883343594942 88545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581209 -122.31 45.3 152 0.76 "weak" 48 248.755061970673 81209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
579751 -122.59 45.06 272 0.76 "weak" -72 277.839034927762 79751 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
596628 -122.06 48.19 60 0.76 "weak" 140 73.4419587153306 96628 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
581885 -122.35 45.43 152 0.77 "weak" 48 234.657532657199 81885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581358 -122.31 45.33 122 0.77 "weak" 78 245.432702102258 81358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581980 -122.46 45.45 126 0.77 "weak" 74 233.47700005404 81980 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585726 -122.84 46.1 150 0.77 "weak" 50 170.407713219075 85726 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
581208 -122.49 45.3 170 0.77 "weak" 30 250.312623405942 81208 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
593684 -122.01 47.61 40 0.77 "weak" 160 9.11624687914574 93684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
598211 -122.09 48.5 30 0.77 "weak" 170 107.967661686671 98211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
600732 -122.48 48.95 10 0.77 "weak" 190 161.358962070207 100732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
592851 -121.98 47.45 30 0.77 "weak" 170 9.76658864816719 92851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
594598 -122.12 47.8 140 0.78 "weak" 60 30.731406204162 94598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589357 -122.45 46.79 300 0.78 "weak" -100 88.0640517392708 89357 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
600618 -122.46 48.93 30 0.78 "weak" 170 158.881849002336 100618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596283 -122.11 48.12 120 0.78 "weak" 80 65.8766428566576 96283 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581522 -122.37 45.36 99 0.78 "weak" 101 242.557022869804 81522 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
588698 -123.01 46.67 140 0.78 "weak" 60 120.905473921983 88698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
592766 -122.11 47.44 160 0.78 "weak" 40 11.4819471210811 92766 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0
593436 -121.92 47.56 200 0.79 "weak" 0 9.25442430310365 93436 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0
588651 -122.86 46.66 180 0.79 "weak" 20 115.22104333085 88651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581767 -122.4 45.41 92 0.79 "weak" 108 237.292415916026 81767 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
596901 -122.08 48.25 70 0.79 "weak" 130 80.1610911640515 96901 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
588167 -122.69 46.56 150 0.79 "weak" 50 118.754307480341 88167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
582041 -122.4 45.46 213 0.79 "weak" -13 231.773819987018 82041 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
586825 -122.76 46.29 310 0.79 "weak" -110 148.484708825455 86825 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0
581680 -122.32 45.39 152 0.79 "weak" 48 238.85818895072 81680 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
589296 -122.72 46.78 213 0.79 "weak" -13 98.2295160646142 89296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
600886 -122.59 48.98 30 0.8 "weak" 170 166.457170975711 100886 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
586955 -122.82 46.32 120 0.8 "weak" 80 147.186251393069 86955 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
588606 -122.72 46.65 180 0.8 "weak" 20 110.785318438072 88606 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
588697 -123.02 46.67 120 0.8 "weak" 80 121.371878505388 88697 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
593189 -122.12 47.51 160 0.8 "weak" 40 6.80174443033181 93189 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
579246 -122.75 44.98 266 0.8 "weak" -66 288.731235387252 79246 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
591186 -122.01 47.15 210 0.8 "weak" -10 42.2546685350301 91186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
580881 -122.53 45.24 183 0.81 "weak" 17 257.356983526134 80881 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
596185 -122.13 48.1 140 0.81 "weak" 60 63.8118539800678 96185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589797 -122.8 46.88 210 0.81 "weak" -10 92.6325525928106 89797 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
600041 -122.32 48.82 70 0.81 "weak" 130 145.035660419588 100041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
581207 -122.53 45.3 183 0.81 "weak" 17 250.761113278221 81207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
597806 -122.17 48.42 450 0.81 "weak" -250 99.5078573267868 97806 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
589037 -123.08 46.73 120 0.82 "weak" 80 119.14636652515 89037 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
584764 -122.49 45.92 120 0.82 "weak" 80 182.29855276516 84764 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
588605 -122.87 46.65 170 0.82 "weak" 30 116.569990965147 88605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
594728 -122.12 47.82 130 0.82 "weak" 70 32.9090882463876 94728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
599585 -122.31 48.74 420 0.82 "weak" -220 136.129815002528 99585 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
589038 -123.03 46.73 120 0.82 "weak" 80 116.655331275768 89038 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
575858 -122.68 44.45 279 0.82 "weak" -79 345.942446246737 75858 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
588604 -123.09 46.65 60 0.82 "weak" 140 126.438517774771 88604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586085 -123.08 46.16 179 0.83 "weak" 21 171.881249304086 86085 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
582864 -122.35 45.61 60 0.83 "weak" 140 214.764374373263 82864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
579494 -122.63 45.02 299 0.83 "weak" -99 282.718260945148 79494 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0
590077 -122.18 46.94 510 0.83 "weak" -310 66.4794294251593 90077 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
598210 -122.14 48.5 80 0.83 "weak" 120 108.174928607108 98210 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
578733 -122.76 44.9 244 0.83 "weak" -44 297.614123393512 78733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588746 -122.91 46.68 152 0.84 "weak" 48 115.496533937966 88746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589554 -122.73 46.83 210 0.84 "weak" -10 93.9692442066246 89554 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
586530 -123.1 46.24 210 0.84 "weak" -10 164.772972249952 86530 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
584694 -122.59 45.91 240 0.84 "weak" -40 184.993944995 84694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
599200 -122.29 48.67 180 0.84 "weak" 20 128.212438028978 99200 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
582217 -122.45 45.49 91 0.84 "weak" 109 228.966150850195 82217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
591320 -122.04 47.18 200 0.85 "under_thresh" 0 38.8810831840214 91320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588214 -122.43 46.57 360 0.85 "under_thresh" -160 110.842820735672 88214 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
589834 -122.18 46.89 490 0.85 "under_thresh" -290 71.9677088583511 89834 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
590372 -121.98 47 490 0.85 "under_thresh" -290 59.034185230331 90372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586319 -123.16 46.2 60 0.85 "under_thresh" 140 170.920346871682 86319 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
596581 -122.11 48.18 100 0.86 "under_thresh" 100 72.5256307628554 96581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589395 -122.92 46.8 152 0.86 "under_thresh" 48 105.30211316374 89395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585461 -122.98 46.05 213 0.86 "under_thresh" -13 179.634327728254 85461 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
593265 -122.03 47.53 50 0.86 "under_thresh" 150 0.340491457638993 93265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584693 -122.69 45.91 140 0.86 "under_thresh" 60 186.896697855896 84693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
591489 -122.05 47.21 180 0.86 "under_thresh" 20 35.5628978800489 91489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586320 -123.07 46.2 90 0.86 "under_thresh" 110 167.580787662593 86320 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
577385 -122.76 44.67 299 0.86 "under_thresh" -99 322.772964965188 77385 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
586411 -122.84 46.22 330 0.87 "under_thresh" -130 158.014231266119 86411 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
577637 -122.69 44.71 183 0.87 "under_thresh" 17 317.485497170022 77637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
584379 -122.61 45.86 120 0.87 "under_thresh" 80 190.758648293446 84379 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
591011 -121.97 47.12 470 0.87 "under_thresh" -270 45.8095040947121 91011 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
588925 -122.71 46.71 180 0.87 "under_thresh" 20 104.555663569279 88925 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
589796 -122.86 46.88 170 0.87 "under_thresh" 30 95.5443541467801 89796 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
589633 -122.81 46.85 180 0.87 "under_thresh" 20 95.7291914488129 89633 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
600085 -122.38 48.83 90 0.87 "under_thresh" 110 146.850007887801 100085 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
598441 -121.78 48.54 60 0.88 "under_thresh" 140 113.928082927187 98441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
600307 -122.38 48.87 30 0.88 "under_thresh" 170 151.229957189477 100307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589393 -123.06 46.8 90 0.88 "under_thresh" 110 112.36758379207 89393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588020 -122.69 46.53 120 0.88 "under_thresh" 80 121.795313403245 88020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588364 -122.71 46.6 150 0.88 "under_thresh" 50 115.392471889062 88364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585961 -122.85 46.14 330 0.89 "under_thresh" -130 166.543752877233 85961 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
589098 -122.95 46.74 120 0.89 "under_thresh" 80 111.942734845992 89098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
573486 -122.69 44.13 369 0.89 "under_thresh" -169 381.282736305783 73486 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
589179 -123.07 46.76 60 0.89 "under_thresh" 140 116.149758399549 89179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
593220 -121.8 47.52 120 0.89 "under_thresh" 80 17.6926204506586 93220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
586324 -122.67 46.2 274 0.9 "under_thresh" -74 155.558021857447 86324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588546 -122.87 46.64 150 0.9 "under_thresh" 50 117.507348964229 88546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
587161 -123.13 46.36 210 0.9 "under_thresh" -10 154.48102155235 87161 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
591965 -122.09 47.3 150 0.9 "under_thresh" 50 25.8789719351071 91965 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
599199 -122.41 48.67 290 0.91 "under_thresh" -90 129.839961811222 99199 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
593917 -122.05 47.66 50 0.91 "under_thresh" 150 14.5338962668428 93917 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
586323 -122.81 46.2 335 0.91 "under_thresh" -135 159.205813737877 86323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
599811 -122.39 48.78 150 0.91 "under_thresh" 50 141.518254270548 99811 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
572223 -122.62 43.96 399 0.91 "under_thresh" -199 399.363114492425 72223 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
571216 -122.83 43.84 460 0.91 "under_thresh" -260 414.741523221051 71216 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0
579687 -122.55 45.05 133 0.91 "under_thresh" 67 278.481695051004 79687 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
588886 -122.93 46.7 120 0.91 "under_thresh" 80 114.571825696505 88886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589097 -123.04 46.74 60 0.91 "under_thresh" 140 116.301905173072 89097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596338 -121.98 48.13 340 0.91 "under_thresh" -140 66.8701681840423 96338 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
585327 -122.81 46.02 120 0.91 "under_thresh" 80 177.970089627568 85327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
571410 -122.69 43.86 460 0.92 "under_thresh" -260 411.048618927252 71410 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
587677 -123.11 46.46 240 0.92 "under_thresh" -40 144.336667650896 87677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
571145 -122.76 43.83 460 0.92 "under_thresh" -260 415.064346312729 71145 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
585629 -123.03 46.08 147 0.92 "under_thresh" 53 178.171442240477 85629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585207 -122.49 46 120 0.92 "under_thresh" 80 173.573423876543 85207 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
578097 -122.76 44.79 198 0.92 "under_thresh" 2 309.638561673811 78097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
589354 -122.83 46.79 150 0.92 "under_thresh" 50 101.985909164435 89354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589350 -123.1 46.79 40 0.92 "under_thresh" 160 115.282637566782 89350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
597036 -121.75 48.27 120 0.92 "under_thresh" 80 85.0167982564354 97036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
590529 -122.05 47.03 520 0.93 "under_thresh" -320 55.5671715557852 90529 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0
586240 -122.71 46.19 300 0.93 "under_thresh" -100 157.586306920448 86240 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
589431 -122.74 46.81 180 0.93 "under_thresh" 20 96.2425111497444 89431 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
589295 -122.97 46.78 90 0.93 "under_thresh" 110 109.450797876599 89295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
572585 -122.9 44.01 366 0.93 "under_thresh" -166 396.946322948554 72585 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
586408 -123.16 46.22 180 0.93 "under_thresh" 20 168.993414589305 86408 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
589429 -123.17 46.81 30 0.93 "under_thresh" 170 117.526246357128 89429 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
588885 -123.19 46.7 120 0.93 "under_thresh" 80 127.270598415213 88885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
588249 -122.8 46.58 150 0.93 "under_thresh" 50 120.538322377957 88249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
595705 -122.13 48.01 110 0.94 "under_thresh" 90 53.8801838451111 95705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
570282 -122.89 43.72 396 0.94 "under_thresh" -196 428.641056630236 70282 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
592426 -122.09 47.38 120 0.94 "under_thresh" 80 17.1617292420379 92426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
586409 -123.02 46.22 60 0.94 "under_thresh" 140 163.834114052573 86409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
576052 -122.87 44.48 305 0.94 "under_thresh" -105 345.094466134196 76052 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1
574123 -122.78 44.22 396 0.94 "under_thresh" -196 372.389496229038 74123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
600777 -122.6 48.96 30 0.94 "under_thresh" 170 164.493347251649 100777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589351 -123.05 46.79 50 0.95 "under_thresh" 150 112.658121396639 89351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
591185 -122.07 47.15 210 0.95 "under_thresh" -10 42.2992474308376 91185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589180 -123.04 46.76 50 0.95 "under_thresh" 150 114.623420251966 89180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
570354 -122.69 43.73 491 0.95 "under_thresh" -291 425.391566395966 70354 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
597033 -122.17 48.27 140 0.95 "under_thresh" 60 82.9338623702834 97033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589685 -123.03 46.86 90 0.95 "under_thresh" 110 105.989986988044 89685 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
570045 -122.83 43.69 491 0.95 "under_thresh" -291 431.239403334436 70045 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
585412 -122.79 46.04 90 0.95 "under_thresh" 110 175.363469103491 85412 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
585583 -122.61 46.07 240 0.95 "under_thresh" -40 168.111122480728 85583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
589552 -123.17 46.83 30 0.95 "under_thresh" 170 116.012132246863 89552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
573907 -122.73 44.19 396 0.95 "under_thresh" -196 375.107125310754 73907 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
585411 -123.05 46.04 268 0.96 "under_thresh" -68 182.856634127554 85411 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
574532 -122.88 44.27 373 0.96 "under_thresh" -173 368.20007182968 74532 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
