"PointID","long","lat","elev","mat","map","gsp","mtcm","mmin","mtwm","mmax","sday","fday","ffp","dd5","gsdd5","d100","dd0","mindd0","smrpb","smrsprpb","sprp","smrp","winp"
"TigerMtn",-122.0345,47.5297,200,10,1489,451,3.6,0.5,17.3,23.4,102,307,200,2113,1816,67,49,236,0.63,0.46,202,92,767
