Xdd5,Xmat,Xmmax,Xmtcm,Xtdiff,Xd100,Xmap,Xgsp,Xwinp,Xsmrp,Xsprp,Xpratio,Xsmratio,Xadi,Xsdi,Xadimindd0,Xsdimindd0,Xmapdd5,Xgspdd5,Sdd5,Smat,Smmax,Smtcm,Stdiff,Sd100,Smap,Sgsp,Swinp,Ssmrp,Ssprp,Spratio,Ssmratio,Sadi,Ssdi,Sadimindd0,Ssdimindd0,Smapdd5,Sgspdd5
2534.9771,8.7654,25.9737,-0.7668,19.2194,100.6127,808.233,433.1587,251.5501,168.1963,97.6812,0.5455,0.377,0.0884,0.1616,86.0971,141.4633,2137.4032,1382.9426,1932.3694,8.0684,6.9884,11.0474,7.7779,64.3197,550.5506,333.9946,251.3028,147.5751,69.0688,0.1848,0.1347,0.0767,0.2068,83.6114,131.2644,2981.045,2266.7722
