"PointID","long","lat","elev","mat","map","gsp","mtcm","mmin","mtwm","mmax","sday","fday","ffp","dd5","gsdd5","d100","dd0","mindd0","smrpb","smrsprpb","sprp","smrp","winp"
"TigerMtn",-122.0345,47.5297,200,13.2615384615385,1510.53846153846,410.923076923077,5.83846153846154,2.80769230769231,22.0076923076923,26.8923076923077,54.3846153846154,335,280.461538461538,3117.61538461538,2892.76923076923,38.9230769230769,9.38461538461539,75.1538461538462,0.544615384615385,0.338461538461538,201.846153846154,67.0769230769231,820.461538461538
