"PointID" "long" "lat" "elev" "Edist" "Edist_thresh" "elev_diff" "km" "PointID_biome" "zone" "biome_description"
417218 -121.7 49.2 22 1.33 "under_thresh" 178 187.378966053453 1550039 36 "Sitka_Coastal_Conifer_Forest"
417187 -122.17 49.16 7 1.33 "under_thresh" 193 181.562446943536 1549919 36 "Sitka_Coastal_Conifer_Forest"
149541 -122.83 44.84 129 1.33 "under_thresh" 71 305.211556071154 480029 31 "Oregonian_Coastal_Conifer_Forest"
149859 -123 46.49 293 1.33 "under_thresh" -93 136.928229869097 481252 31 "Oregonian_Coastal_Conifer_Forest"
417217 -121.83 49.2 10 1.34 "under_thresh" 190 186.349918093971 1550031 36 "Sitka_Coastal_Conifer_Forest"
149681 -122.3 45.62 192 1.34 "under_thresh" 8 213.260100015033 480566 31 "Oregonian_Coastal_Conifer_Forest"
149913 -122.57 46.79 427 1.34 "under_thresh" -227 91.7138160138126 481539 31 "Oregonian_Coastal_Conifer_Forest"
173774 -123.69 43.41 351 1.34 "under_thresh" -151 475.785783840658 577440 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149321 -123.91 43.66 7 1.34 "under_thresh" 193 454.267858118971 479161 31 "Oregonian_Coastal_Conifer_Forest"
149250 -124.04 43.1 90 1.34 "under_thresh" 110 516.76469157898 478829 31 "Oregonian_Coastal_Conifer_Forest"
421185 -121.72 49.22 15 1.34 "under_thresh" 185 189.395376287546 1565994 36 "Sitka_Coastal_Conifer_Forest"
149306 -123.78 43.53 249 1.34 "under_thresh" -49 464.942739377369 479078 31 "Oregonian_Coastal_Conifer_Forest"
166016 -123.35 44.85 80 1.34 "under_thresh" 120 314.68518939508 545708 14 "Oregonian_Deciduous_and_Evergreen_Forests"
421187 -121.67 49.23 15 1.34 "under_thresh" 185 190.98699499375 1566004 36 "Sitka_Coastal_Conifer_Forest"
149315 -123.61 43.58 65 1.34 "under_thresh" 135 455.863733447237 479110 31 "Oregonian_Coastal_Conifer_Forest"
417169 -122.2 49.11 33 1.34 "under_thresh" 167 176.15188564328 1549839 36 "Sitka_Coastal_Conifer_Forest"
417214 -122 49.2 8 1.34 "under_thresh" 192 185.75061381866 1550021 36 "Sitka_Coastal_Conifer_Forest"
421186 -121.7 49.23 15 1.34 "under_thresh" 185 190.685620544961 1566002 36 "Sitka_Coastal_Conifer_Forest"
165969 -123.44 44.74 101 1.34 "under_thresh" 99 328.541183531497 545536 14 "Oregonian_Deciduous_and_Evergreen_Forests"
150111 -122.91 47.44 108 1.34 "under_thresh" 92 66.7313092639654 482216 31 "Oregonian_Coastal_Conifer_Forest"
149960 -122.96 46.96 55 1.35 "under_thresh" 145 94.4498474272571 481702 31 "Oregonian_Coastal_Conifer_Forest"
165974 -123.36 44.76 63 1.35 "under_thresh" 137 324.436043512811 545563 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173750 -123.7 43.35 303 1.35 "under_thresh" -103 482.432055750293 577341 14 "Oregonian_Deciduous_and_Evergreen_Forests"
150024 -123.04 47.18 47 1.35 "under_thresh" 153 85.3364854357306 481929 31 "Oregonian_Coastal_Conifer_Forest"
166037 -123.33 44.89 105 1.35 "under_thresh" 95 309.968474796178 545787 14 "Oregonian_Deciduous_and_Evergreen_Forests"
165964 -123.39 44.73 90 1.35 "under_thresh" 110 328.341319830154 545520 14 "Oregonian_Deciduous_and_Evergreen_Forests"
165995 -123.35 44.8 84 1.35 "under_thresh" 116 319.96372903608 545633 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173782 -123.63 43.44 320 1.35 "under_thresh" -120 471.309393826624 577482 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149261 -124 43.19 124 1.35 "under_thresh" 76 506.251582433306 478882 31 "Oregonian_Coastal_Conifer_Forest"
166304 -122.57 45.46 95 1.35 "under_thresh" 105 233.71220924484 546860 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148637 -121.91 45.66 91 1.35 "under_thresh" 109 208.060090916697 476274 32 "Cascade-Sierran_Montane_Conifer_Forest"
173775 -123.67 43.41 377 1.35 "under_thresh" -177 475.363387253404 577441 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419811 -122.29 49.03 43 1.35 "under_thresh" 157 167.901039458957 1560461 36 "Sitka_Coastal_Conifer_Forest"
166288 -122.57 45.43 102 1.35 "under_thresh" 98 236.997098172077 546785 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149383 -122.87 43.97 187 1.35 "under_thresh" 13 400.946489099222 479414 31 "Oregonian_Coastal_Conifer_Forest"
166001 -123.33 44.82 93 1.35 "under_thresh" 107 317.361403632163 545659 14 "Oregonian_Deciduous_and_Evergreen_Forests"
418086 -121.83 49.56 10 1.35 "under_thresh" 190 226.275286978015 1553521 36 "Sitka_Coastal_Conifer_Forest"
418091 -121.81 49.57 12 1.35 "under_thresh" 188 227.487687375556 1553533 36 "Sitka_Coastal_Conifer_Forest"
150052 -123 47.27 59 1.35 "under_thresh" 141 78.3925758442242 482022 31 "Oregonian_Coastal_Conifer_Forest"
149292 -123.74 43.45 345 1.36 "under_thresh" -145 472.584466138514 479023 31 "Oregonian_Coastal_Conifer_Forest"
418097 -121.89 49.6 10 1.36 "under_thresh" 190 230.466792327892 1553549 36 "Sitka_Coastal_Conifer_Forest"
417234 -121.83 49.21 10 1.36 "under_thresh" 190 187.458272969334 1550093 36 "Sitka_Coastal_Conifer_Forest"
149443 -122.96 44.27 188 1.36 "under_thresh" 12 369.355568166494 479657 31 "Oregonian_Coastal_Conifer_Forest"
166326 -122.68 45.49 228 1.36 "under_thresh" -28 232.082429881084 546921 14 "Oregonian_Deciduous_and_Evergreen_Forests"
418100 -121.9 49.62 10 1.36 "under_thresh" 190 232.65613495756 1553561 36 "Sitka_Coastal_Conifer_Forest"
149419 -123.3 44.18 104 1.36 "under_thresh" 96 385.053394087666 479573 31 "Oregonian_Coastal_Conifer_Forest"
150164 -122.96 47.61 108 1.36 "under_thresh" 92 70.2074649381794 482432 31 "Oregonian_Coastal_Conifer_Forest"
166023 -123.32 44.86 85 1.36 "under_thresh" 115 312.889138351941 545735 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149598 -122.61 45.18 112 1.36 "under_thresh" 88 264.915527672217 480246 31 "Oregonian_Coastal_Conifer_Forest"
419973 -123.25 49.35 22 1.36 "under_thresh" 178 221.487044305998 1561127 36 "Sitka_Coastal_Conifer_Forest"
417199 -122.24 49.18 1 1.36 "under_thresh" 199 184.139463836738 1549957 36 "Sitka_Coastal_Conifer_Forest"
417202 -122.86 49.2 1 1.36 "under_thresh" 199 195.54264333757 1549986 36 "Sitka_Coastal_Conifer_Forest"
417237 -122.98 49.23 14 1.36 "under_thresh" 186 201.620656909533 1550102 36 "Sitka_Coastal_Conifer_Forest"
166009 -123.3 44.83 144 1.36 "under_thresh" 56 315.579873321059 545686 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149402 -123.3 44.1 95 1.36 "under_thresh" 105 393.671923101579 479503 31 "Oregonian_Coastal_Conifer_Forest"
173788 -123.56 43.46 331 1.36 "under_thresh" -131 467.739077028482 577511 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148330 -122.93 43.19 689 1.36 "under_thresh" -489 487.376006214231 475064 32 "Cascade-Sierran_Montane_Conifer_Forest"
417419 -121.8 49.53 10 1.36 "under_thresh" 190 223.107515525425 1550845 36 "Sitka_Coastal_Conifer_Forest"
418089 -121.86 49.57 10 1.36 "under_thresh" 190 227.248679120914 1553530 36 "Sitka_Coastal_Conifer_Forest"
166080 -123.33 44.98 59 1.36 "under_thresh" 141 300.491770320919 545976 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419812 -122.24 49.03 63 1.36 "under_thresh" 137 167.522588198414 1560464 36 "Sitka_Coastal_Conifer_Forest"
149351 -123.74 43.79 180 1.36 "under_thresh" 20 436.35338918737 479261 31 "Oregonian_Coastal_Conifer_Forest"
165981 -123.33 44.77 70 1.37 "under_thresh" 130 322.653117901176 545587 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166038 -123.3 44.89 116 1.37 "under_thresh" 84 309.230145787433 545789 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149563 -122.65 44.97 372 1.37 "under_thresh" -172 288.455387363809 480102 31 "Oregonian_Coastal_Conifer_Forest"
149948 -122.96 46.92 52 1.37 "under_thresh" 148 97.5064453361201 481661 31 "Oregonian_Coastal_Conifer_Forest"
149609 -122.61 45.23 124 1.37 "under_thresh" 76 259.435224309903 480276 31 "Oregonian_Coastal_Conifer_Forest"
419869 -122.62 49.1 6 1.37 "under_thresh" 194 179.929333126356 1560680 36 "Sitka_Coastal_Conifer_Forest"
419884 -122.61 49.12 3 1.37 "under_thresh" 197 181.911222049134 1560743 36 "Sitka_Coastal_Conifer_Forest"
166008 -123.32 44.83 118 1.37 "under_thresh" 82 316.061020063758 545685 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173749 -123.72 43.35 353 1.37 "under_thresh" -153 482.856281113637 577340 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417281 -123.06 49.26 24 1.37 "under_thresh" 176 206.84557416228 1550243 36 "Sitka_Coastal_Conifer_Forest"
148895 -122 47.93 154 1.37 "under_thresh" 46 44.5825588750124 477427 32 "Cascade-Sierran_Montane_Conifer_Forest"
418101 -121.93 49.63 10 1.37 "under_thresh" 190 233.683842072125 1553573 36 "Sitka_Coastal_Conifer_Forest"
165996 -123.32 44.8 96 1.37 "under_thresh" 104 319.236183379938 545635 14 "Oregonian_Deciduous_and_Evergreen_Forests"
150014 -123.09 47.14 60 1.37 "under_thresh" 140 90.7790689049662 481885 31 "Oregonian_Coastal_Conifer_Forest"
166002 -123.27 44.82 145 1.37 "under_thresh" 55 315.932766949556 545663 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166079 -123.35 44.98 90 1.37 "under_thresh" 110 301.007546666429 545975 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166050 -123.3 44.92 117 1.37 "under_thresh" 83 306.060325160926 545847 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148964 -122 48.49 94 1.37 "under_thresh" 106 106.807267508282 477691 32 "Cascade-Sierran_Montane_Conifer_Forest"
166043 -123.32 44.91 121 1.37 "under_thresh" 79 307.610238507057 545816 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419870 -122.61 49.1 10 1.37 "under_thresh" 190 179.751816739325 1560681 36 "Sitka_Coastal_Conifer_Forest"
148857 -121.82 47.51 136 1.37 "under_thresh" 64 16.3028962900822 477255 32 "Cascade-Sierran_Montane_Conifer_Forest"
418107 -121.99 49.66 4 1.37 "under_thresh" 196 236.916063231659 1553602 36 "Sitka_Coastal_Conifer_Forest"
173731 -123.7 43.32 360 1.37 "under_thresh" -160 485.65102523671 577273 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148896 -121.96 47.93 179 1.37 "under_thresh" 21 44.8568648652427 477428 32 "Cascade-Sierran_Montane_Conifer_Forest"
417412 -121.82 49.51 10 1.37 "under_thresh" 190 220.779269489937 1550819 36 "Sitka_Coastal_Conifer_Forest"
149330 -123.74 43.71 247 1.37 "under_thresh" -47 444.855465301246 479195 31 "Oregonian_Coastal_Conifer_Forest"
165976 -123.3 44.76 146 1.37 "under_thresh" 54 323.003989787129 545567 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149313 -123.78 43.58 263 1.37 "under_thresh" -63 459.617182276936 479106 31 "Oregonian_Coastal_Conifer_Forest"
166060 -123.12 44.94 284 1.37 "under_thresh" -84 299.781783644783 545890 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148331 -122.84 43.19 720 1.38 "under_thresh" -520 486.41279342071 475066 32 "Cascade-Sierran_Montane_Conifer_Forest"
173772 -123.47 43.39 505 1.38 "under_thresh" -305 473.566492197545 577433 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419970 -123.25 49.33 2 1.38 "under_thresh" 198 219.463505732736 1561111 36 "Sitka_Coastal_Conifer_Forest"
149267 -123.95 43.23 196 1.38 "under_thresh" 4 500.819191738769 478906 31 "Oregonian_Coastal_Conifer_Forest"
149381 -123.26 43.97 146 1.38 "under_thresh" 54 406.962023545471 479405 31 "Oregonian_Coastal_Conifer_Forest"
149573 -122.74 45.01 129 1.38 "under_thresh" 71 285.308723264208 480130 31 "Oregonian_Coastal_Conifer_Forest"
149898 -122.91 46.7 121 1.38 "under_thresh" 79 113.678115985085 481449 31 "Oregonian_Coastal_Conifer_Forest"
150119 -122.09 47.44 158 1.38 "under_thresh" 42 10.8145151019488 482232 31 "Oregonian_Coastal_Conifer_Forest"
417327 -123.13 49.31 22 1.38 "under_thresh" 178 213.923252032999 1550421 36 "Sitka_Coastal_Conifer_Forest"
149308 -123.43 43.53 570 1.38 "under_thresh" -370 457.684310311456 479086 31 "Oregonian_Coastal_Conifer_Forest"
173722 -123.72 43.31 330 1.38 "under_thresh" -130 487.145122243864 577237 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417254 -121.82 49.23 13 1.38 "under_thresh" 187 189.735697816345 1550159 36 "Sitka_Coastal_Conifer_Forest"
166018 -123.29 44.85 111 1.38 "under_thresh" 89 313.222298011547 545712 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166030 -123.27 44.88 146 1.38 "under_thresh" 54 309.567116326537 545764 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166017 -123.3 44.85 111 1.38 "under_thresh" 89 313.461838704855 545711 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149332 -123.48 43.71 127 1.38 "under_thresh" 73 439.227715176605 479201 31 "Oregonian_Coastal_Conifer_Forest"
150074 -122.04 47.31 156 1.38 "under_thresh" 44 24.4295577376927 482081 31 "Oregonian_Coastal_Conifer_Forest"
419859 -121.96 49.08 88 1.38 "under_thresh" 112 172.476079632603 1560639 36 "Sitka_Coastal_Conifer_Forest"
173748 -123.73 43.35 363 1.38 "under_thresh" -163 483.07015108962 577339 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148427 -122.33 43.7 616 1.38 "under_thresh" -416 426.269986675618 475434 32 "Cascade-Sierran_Montane_Conifer_Forest"
166014 -123.11 44.83 197 1.38 "under_thresh" 3 311.353735609998 545699 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419885 -122.57 49.12 13 1.38 "under_thresh" 187 181.238494184982 1560745 36 "Sitka_Coastal_Conifer_Forest"
418108 -121.98 49.66 10 1.38 "under_thresh" 190 236.927424817591 1553603 36 "Sitka_Coastal_Conifer_Forest"
417253 -121.83 49.23 12 1.38 "under_thresh" 188 189.675121302147 1550158 36 "Sitka_Coastal_Conifer_Forest"
417294 -121.7 49.26 24 1.38 "under_thresh" 176 193.993311195088 1550304 36 "Sitka_Coastal_Conifer_Forest"
166028 -123.33 44.88 150 1.38 "under_thresh" 50 311.023460876253 545760 14 "Oregonian_Deciduous_and_Evergreen_Forests"
420578 -121.6 49.31 30 1.38 "under_thresh" 170 200.560967424098 1563562 36 "Sitka_Coastal_Conifer_Forest"
150152 -123 47.57 116 1.38 "under_thresh" 84 72.8128439774454 482378 31 "Oregonian_Coastal_Conifer_Forest"
166036 -123.35 44.89 142 1.39 "under_thresh" 58 310.469300917955 545786 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417177 -122.44 49.15 1 1.39 "under_thresh" 199 182.66218615946 1549871 36 "Sitka_Coastal_Conifer_Forest"
165954 -123.41 44.68 112 1.39 "under_thresh" 88 334.1151260198 545469 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417256 -123.01 49.25 30 1.39 "under_thresh" 170 204.477252484034 1550172 36 "Sitka_Coastal_Conifer_Forest"
417282 -123.04 49.26 34 1.39 "under_thresh" 166 206.30661381864 1550244 36 "Sitka_Coastal_Conifer_Forest"
419908 -122.74 49.15 17 1.39 "under_thresh" 183 187.60765883934 1560837 36 "Sitka_Coastal_Conifer_Forest"
166113 -123.38 45.05 74 1.39 "under_thresh" 126 294.478402908454 546098 14 "Oregonian_Deciduous_and_Evergreen_Forests"
421191 -121.63 49.32 28 1.39 "under_thresh" 172 201.316308510689 1566035 36 "Sitka_Coastal_Conifer_Forest"
419971 -123.23 49.33 35 1.39 "under_thresh" 165 218.861302174861 1561112 36 "Sitka_Coastal_Conifer_Forest"
166056 -123.29 44.94 129 1.39 "under_thresh" 71 303.702398529452 545879 14 "Oregonian_Deciduous_and_Evergreen_Forests"
148356 -122.61 43.29 638 1.39 "under_thresh" -438 473.344138323466 475145 32 "Cascade-Sierran_Montane_Conifer_Forest"
417280 -123.11 49.26 9 1.39 "under_thresh" 191 208.232942731991 1550240 36 "Sitka_Coastal_Conifer_Forest"
149521 -122.78 44.66 109 1.39 "under_thresh" 91 324.139480034519 479931 31 "Oregonian_Coastal_Conifer_Forest"
419897 -122.57 49.13 7 1.39 "under_thresh" 193 182.322901586888 1560798 36 "Sitka_Coastal_Conifer_Forest"
150138 -122.83 47.53 174 1.39 "under_thresh" 26 59.901575060514 482327 31 "Oregonian_Coastal_Conifer_Forest"
149518 -123.43 44.66 103 1.39 "under_thresh" 97 336.720785681879 479920 31 "Oregonian_Coastal_Conifer_Forest"
149586 -122.65 45.1 98 1.39 "under_thresh" 102 274.205823762653 480187 31 "Oregonian_Coastal_Conifer_Forest"
421196 -121.56 49.34 30 1.39 "under_thresh" 170 204.340990498626 1566056 36 "Sitka_Coastal_Conifer_Forest"
149240 -124.13 43.06 52 1.39 "under_thresh" 148 523.185914366815 478797 31 "Oregonian_Coastal_Conifer_Forest"
149399 -122.87 44.05 153 1.39 "under_thresh" 47 392.170226720459 479480 31 "Oregonian_Coastal_Conifer_Forest"
150186 -122.04 47.7 94 1.39 "under_thresh" 106 18.9389494786571 482542 31 "Oregonian_Coastal_Conifer_Forest"
419871 -122.57 49.1 24 1.39 "under_thresh" 176 179.070704617076 1560683 36 "Sitka_Coastal_Conifer_Forest"
166054 -123.35 44.94 133 1.39 "under_thresh" 67 305.208541203926 545875 14 "Oregonian_Deciduous_and_Evergreen_Forests"
150081 -123.09 47.35 6 1.39 "under_thresh" 194 82.0836894101835 482113 31 "Oregonian_Coastal_Conifer_Forest"
419928 -122.92 49.18 1 1.39 "under_thresh" 199 194.886635104328 1560927 36 "Sitka_Coastal_Conifer_Forest"
150095 -122.83 47.4 95 1.39 "under_thresh" 105 61.6846463872998 482166 31 "Oregonian_Coastal_Conifer_Forest"
166042 -123.33 44.91 156 1.4 "under_thresh" 44 307.859684813281 545815 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417252 -121.97 49.23 8 1.4 "under_thresh" 192 189.129784326024 1550150 36 "Sitka_Coastal_Conifer_Forest"
149256 -124 43.14 179 1.4 "under_thresh" 21 511.565845695913 478857 31 "Oregonian_Coastal_Conifer_Forest"
166010 -123.29 44.83 194 1.4 "under_thresh" 6 315.341857880244 545687 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417212 -122.22 49.2 1 1.4 "under_thresh" 199 186.240762283126 1550012 36 "Sitka_Coastal_Conifer_Forest"
420587 -121.54 49.36 30 1.4 "under_thresh" 170 206.787935070976 1563607 36 "Sitka_Coastal_Conifer_Forest"
149266 -124.04 43.23 61 1.4 "under_thresh" 139 502.971527662263 478904 31 "Oregonian_Coastal_Conifer_Forest"
150369 -122.26 48.96 18 1.4 "under_thresh" 182 159.921521113445 483285 31 "Oregonian_Coastal_Conifer_Forest"
149450 -123.35 44.31 82 1.4 "under_thresh" 118 372.118989413211 479684 31 "Oregonian_Coastal_Conifer_Forest"
165977 -123.29 44.76 123 1.4 "under_thresh" 77 322.771163105159 545568 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166104 -123.36 45.04 92 1.4 "under_thresh" 108 294.98521164033 546075 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173778 -123.67 43.42 439 1.4 "under_thresh" -239 474.290460343478 577461 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417378 -121.75 49.38 11 1.4 "under_thresh" 189 206.824677369901 1550627 36 "Sitka_Coastal_Conifer_Forest"
166029 -123.29 44.88 198 1.4 "under_thresh" 2 310.045647099104 545763 14 "Oregonian_Deciduous_and_Evergreen_Forests"
418115 -122.07 49.69 4 1.4 "under_thresh" 196 240.244274177245 1553627 36 "Sitka_Coastal_Conifer_Forest"
173732 -123.67 43.32 387 1.4 "under_thresh" -187 485.027346471894 577275 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417371 -121.75 49.36 10 1.4 "under_thresh" 190 204.612437903541 1550596 36 "Sitka_Coastal_Conifer_Forest"
166021 -123.12 44.85 186 1.4 "under_thresh" 14 309.416270658081 545723 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419801 -122.33 49 44 1.4 "under_thresh" 156 164.955708838653 1560387 36 "Sitka_Coastal_Conifer_Forest"
173730 -123.72 43.32 398 1.4 "under_thresh" -198 486.0726540077 577272 14 "Oregonian_Deciduous_and_Evergreen_Forests"
165994 -123.36 44.8 163 1.4 "under_thresh" 37 320.209599056741 545632 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149331 -123.52 43.71 453 1.4 "under_thresh" -253 440.037493342748 479200 31 "Oregonian_Coastal_Conifer_Forest"
150137 -122.91 47.53 182 1.4 "under_thresh" 18 65.9255551621716 482325 31 "Oregonian_Coastal_Conifer_Forest"
419826 -122.33 49.05 59 1.4 "under_thresh" 141 170.467036688928 1560501 36 "Sitka_Coastal_Conifer_Forest"
417384 -121.75 49.4 11 1.4 "under_thresh" 189 209.037181220098 1550653 36 "Sitka_Coastal_Conifer_Forest"
421195 -121.59 49.34 37 1.4 "under_thresh" 163 203.971430905344 1566054 36 "Sitka_Coastal_Conifer_Forest"
150281 -122 48.09 75 1.4 "under_thresh" 125 62.3514298246232 482954 31 "Oregonian_Coastal_Conifer_Forest"
173767 -123.56 43.38 394 1.4 "under_thresh" -194 476.359513554237 577404 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166031 -123.26 44.88 122 1.4 "under_thresh" 78 309.330459104061 545765 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417394 -121.78 49.43 10 1.41 "under_thresh" 190 212.148309641681 1550695 36 "Sitka_Coastal_Conifer_Forest"
149903 -122.91 46.75 88 1.41 "under_thresh" 112 109.19761884941 481488 31 "Oregonian_Coastal_Conifer_Forest"
417152 -121.94 49.06 94 1.41 "under_thresh" 106 170.307675845906 1549780 36 "Sitka_Coastal_Conifer_Forest"
149773 -123.09 46.05 273 1.41 "under_thresh" -73 183.170300438703 480933 31 "Oregonian_Coastal_Conifer_Forest"
421623 -123.23 49.39 6 1.41 "under_thresh" 194 224.960268144964 1567765 36 "Sitka_Coastal_Conifer_Forest"
149522 -122.74 44.66 401 1.41 "under_thresh" -201 323.604129921591 479932 31 "Oregonian_Coastal_Conifer_Forest"
165975 -123.32 44.76 66 1.41 "under_thresh" 134 323.474671209303 545566 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166110 -123.42 45.05 69 1.41 "under_thresh" 131 295.576927912971 546095 14 "Oregonian_Deciduous_and_Evergreen_Forests"
418095 -121.81 49.59 44 1.41 "under_thresh" 156 229.706013017396 1553543 36 "Sitka_Coastal_Conifer_Forest"
150094 -122.96 47.4 124 1.41 "under_thresh" 76 71.2509653578215 482163 31 "Oregonian_Coastal_Conifer_Forest"
148396 -122.74 43.52 750 1.41 "under_thresh" -550 449.03586307863 475305 32 "Cascade-Sierran_Montane_Conifer_Forest"
149512 -122.78 44.62 122 1.41 "under_thresh" 78 328.518148292579 479901 31 "Oregonian_Coastal_Conifer_Forest"
417403 -121.83 49.48 10 1.41 "under_thresh" 190 217.39918297275 1550767 36 "Sitka_Coastal_Conifer_Forest"
419940 -122.92 49.2 45 1.41 "under_thresh" 155 196.978102120446 1560972 36 "Sitka_Coastal_Conifer_Forest"
166273 -122.62 45.41 139 1.41 "under_thresh" 61 239.877601846938 546748 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173787 -123.59 43.46 207 1.41 "under_thresh" -7 468.341287274062 577509 14 "Oregonian_Deciduous_and_Evergreen_Forests"
150263 -122 48.05 72 1.41 "under_thresh" 128 57.907921331279 482899 31 "Oregonian_Coastal_Conifer_Forest"
173753 -123.53 43.35 536 1.41 "under_thresh" -336 479.016984250543 577353 14 "Oregonian_Deciduous_and_Evergreen_Forests"
166353 -122.75 45.55 272 1.41 "under_thresh" -72 226.804795054922 547026 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417389 -121.78 49.41 10 1.41 "under_thresh" 190 209.933145903218 1550672 36 "Sitka_Coastal_Conifer_Forest"
149375 -123.56 43.92 300 1.41 "under_thresh" -100 418.386245464248 479365 31 "Oregonian_Coastal_Conifer_Forest"
149961 -122.91 46.96 55 1.41 "under_thresh" 145 91.6769695392472 481703 31 "Oregonian_Coastal_Conifer_Forest"
417174 -122.17 49.13 55 1.41 "under_thresh" 145 178.231443093372 1549860 36 "Sitka_Coastal_Conifer_Forest"
149262 -123.95 43.19 252 1.41 "under_thresh" -52 505.076068017164 478883 31 "Oregonian_Coastal_Conifer_Forest"
166019 -123.27 44.85 84 1.41 "under_thresh" 116 312.748377698603 545713 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419848 -122.66 49.08 7 1.41 "under_thresh" 193 178.521742177871 1560604 36 "Sitka_Coastal_Conifer_Forest"
173785 -123.57 43.45 259 1.41 "under_thresh" -59 469.015187729046 577500 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149234 -124.04 43.01 171 1.41 "under_thresh" 29 526.333982148549 478766 31 "Oregonian_Coastal_Conifer_Forest"
173766 -123.57 43.38 389 1.41 "under_thresh" -189 476.555688722687 577403 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149949 -122.91 46.92 59 1.42 "under_thresh" 141 94.8209586286157 481662 31 "Oregonian_Coastal_Conifer_Forest"
417338 -121.75 49.31 10 1.42 "under_thresh" 190 199.083052057256 1550468 36 "Sitka_Coastal_Conifer_Forest"
166314 -122.6 45.47 112 1.42 "under_thresh" 88 233.03532820586 546894 14 "Oregonian_Deciduous_and_Evergreen_Forests"
417203 -122.84 49.2 26 1.42 "under_thresh" 174 195.084317165677 1549987 36 "Sitka_Coastal_Conifer_Forest"
166055 -123.32 44.94 167 1.42 "under_thresh" 33 304.447614599797 545877 14 "Oregonian_Deciduous_and_Evergreen_Forests"
149282 -124 43.36 85 1.42 "under_thresh" 115 488.222711161461 478968 31 "Oregonian_Coastal_Conifer_Forest"
419810 -122.39 49.03 61 1.42 "under_thresh" 139 168.900118378415 1560455 36 "Sitka_Coastal_Conifer_Forest"
417236 -122.99 49.23 57 1.42 "under_thresh" 143 201.879078166943 1550101 36 "Sitka_Coastal_Conifer_Forest"
166112 -123.39 45.05 88 1.42 "under_thresh" 112 294.75039863752 546097 14 "Oregonian_Deciduous_and_Evergreen_Forests"
421199 -121.52 49.36 42 1.42 "under_thresh" 158 207.054713820606 1566070 36 "Sitka_Coastal_Conifer_Forest"
173776 -123.66 43.41 482 1.42 "under_thresh" -282 475.153974824756 577442 14 "Oregonian_Deciduous_and_Evergreen_Forests"
173736 -123.56 43.32 523 1.42 "under_thresh" -323 482.831118784386 577283 14 "Oregonian_Deciduous_and_Evergreen_Forests"
419909 -122.56 49.15 7 1.42 "under_thresh" 193 184.334665607593 1560848 36 "Sitka_Coastal_Conifer_Forest"
149312 -123.82 43.58 246 1.42 "under_thresh" -46 460.551400499194 479105 31 "Oregonian_Coastal_Conifer_Forest"
419918 -122.84 49.17 48 1.42 "under_thresh" 152 191.916124209159 1560881 36 "Sitka_Coastal_Conifer_Forest"
417238 -122.91 49.23 16 1.42 "under_thresh" 184 199.87919946324 1550106 36 "Sitka_Coastal_Conifer_Forest"
